# z      ,        O[II] EW
      1.17582,      46.3418
     0.817690,      58.2944
      1.33452,      28.7468
     0.950071,      48.3574
      1.12424,      145.959
      1.12645,      61.5932
     0.783036,      57.2235
      1.11927,      41.0402
     0.983511,      59.4475
     0.949478,      38.8241
     0.832094,      32.6927
      1.12115,      32.1254
     0.949196,      18.0461
      1.06454,      87.0349
      1.24897,      71.1435
      1.05239,      60.5669
      1.21186,      93.0650
     0.901297,      30.5283
     0.833493,      29.9264
     0.985735,      23.3382
     0.984255,      20.6404
     0.984567,      20.6404
      1.19807,      93.5759
      1.19948,      70.3151
      1.05687,      46.7540
      1.37125,      72.2263
     0.772330,      41.7702
     0.953809,      28.0682
     0.835028,      26.6580
     0.905030,      13.4093
     0.808230,      22.9269
      1.21026,      57.7141
     0.984666,      10.8063
     0.980238,      36.4857
      1.24605,      98.2052
      1.01344,      68.6301
     0.918670,      40.6790
      1.20479,      33.0869
      1.08157,      55.2244
     0.766464,      47.6110
     0.960752,      66.2993
     0.959893,      52.9633
      1.04941,      19.1786
     0.913824,      19.9537
     0.779736,      40.9155
      1.03902,      70.7950
      1.16909,      33.2588
     0.820511,      11.9826
     0.771032,      32.5831
     0.808234,      65.6283
      1.20367,      114.436
     0.981586,      32.2201
     0.823512,      14.7884
      1.27119,      83.0772
      1.19469,      38.6654
      1.19180,      43.1768
      1.19104,      80.2510
      1.01435,      99.2797
      1.19223,      46.5119
      1.23180,      20.0047
     0.736684,      49.2467
      1.19391,      60.2071
     0.808368,      31.4307
      1.19235,      121.076
     0.781407,      47.0703
      1.02494,      37.4597
      1.19879,      21.1755
     0.835333,      34.5654
     0.976313,      55.8490
      1.19705,      18.3478
     0.854398,      62.7788
     0.820177,      59.4183
     0.745066,      45.5346
      1.11280,      40.0659
      1.19294,      25.0740
      1.03718,      46.9330
     0.980333,      32.3242
     0.819355,      47.5478
     0.781621,      51.7480
     0.964553,      66.4857
      1.00873,      28.1289
      1.33785,      17.9024
      1.19105,      29.1198
     0.914925,      45.9346
     0.900812,      50.2664
      1.33625,      60.1776
     0.900701,      59.0603
      1.33245,      65.8366
     0.902064,      92.6073
     0.900959,      35.1577
      1.19168,      24.6960
      1.24662,      73.4713
      1.19288,      35.9136
      1.28637,      110.748
      1.19236,      55.2640
     0.954633,      49.3046
     0.790911,      20.9445
      1.39651,      54.0417
      1.07999,      29.7365
     0.892525,      45.1144
     0.944535,      36.9453
     0.993701,      54.0711
     0.994167,      84.6579
      1.01535,      37.1159
      1.16921,      13.3283
      1.08586,      29.0346
     0.791363,      28.7631
      1.01260,      28.9579
      1.19598,      37.4012
      1.23037,      34.3346
      1.35969,      52.1342
     0.755582,      37.5578
      1.22729,      104.647
      1.39775,      52.3242
     0.807070,      49.2688
      1.21374,      46.2762
     0.821458,      11.3995
     0.806806,      22.5201
     0.970564,      35.1497
      1.09636,      35.0794
      1.25520,      53.2372
     0.807380,      16.4753
      1.01371,      25.7531
     0.768420,      88.5672
      1.01088,      28.9915
      1.19313,      78.5936
      1.09528,      48.7152
     0.780630,      21.3921
     0.780850,      25.4079
      1.34692,      121.189
      1.35985,      33.5840
      1.01061,      19.8557
     0.769440,      39.0869
      1.00488,      21.6160
      1.22743,      24.1692
      1.18982,      50.4946
      1.01329,      92.6934
     0.971093,      13.9784
     0.780811,      42.5348
      1.09843,      9.78388
      1.09357,      50.1407
      1.39931,      66.4654
      1.19009,      62.8738
     0.779267,      18.4319
     0.970351,      28.5743
      1.19034,      19.8467
      1.18201,      38.5123
      1.03107,      28.0671
      1.10999,      30.5347
      1.02330,      65.9720
     0.963311,      37.9413
     0.881531,      16.3783
     0.756749,      41.4227
      1.27821,      57.2390
      1.25510,      33.7025
     0.962815,      52.8366
     0.987574,      41.7945
      1.09051,      102.744
      1.03834,      32.5632
     0.781257,      31.1968
      1.08946,      100.515
      1.27752,      64.5304
     0.976810,      12.3961
      1.20106,      31.5801
     0.786807,      46.2929
     0.951983,      80.1444
     0.915643,      22.1630
     0.951612,      68.9912
     0.977029,      22.5393
     0.804917,      73.3055
      1.41703,      51.8067
     0.937272,      32.4152
      1.36145,      58.1885
      1.12488,      56.6172
      1.21980,      38.8526
     0.746871,      133.031
     0.911825,      13.4793
      1.12554,      70.0798
     0.992557,      47.8949
      1.00773,      35.1906
      1.01267,      29.3767
      1.07347,      51.1198
     0.822930,      51.7854
      1.21671,      84.5918
     0.984569,      41.8843
     0.972452,      83.3728
     0.826750,      52.6500
     0.993390,      19.4278
      1.00733,      25.7547
      1.25897,      37.9301
     0.917814,      39.8254
      1.27453,      6.42328
     0.983709,      56.4517
     0.983853,      40.3388
      1.39073,      56.0005
     0.867060,      63.1169
     0.907541,      33.3070
     0.912946,      51.5460
      1.38830,      60.2946
      1.10055,      66.3249
     0.740011,      20.6857
     0.748503,      36.4382
     0.730855,      22.1998
     0.746830,      45.1839
      1.22860,      18.0462
     0.790933,      12.8604
     0.771294,      24.1025
     0.746206,      75.2443
      1.05876,      96.4033
      1.17162,      78.9024
      1.18595,      13.0175
     0.769512,      41.1564
      1.01029,      35.9477
     0.882083,      63.0669
     0.914577,      68.4487
      1.09699,      32.2117
      1.22847,      48.3214
     0.821310,      41.3541
      1.28320,      26.3152
     0.755528,      51.2460
     0.976772,      9.55850
      1.17610,      55.3924
     0.806850,      57.2915
     0.767691,      36.5984
      1.03210,      71.0138
      1.17304,      38.0866
     0.979112,      48.9336
     0.978750,      15.7720
     0.954710,      50.8113
      1.34940,      21.6198
      1.05216,      32.6813
      1.10660,      7.49823
     0.768528,      64.8074
     0.754779,      29.3037
     0.841226,      90.4532
     0.970272,      18.6426
     0.893285,      21.9027
     0.745421,      50.2334
     0.970225,      26.9621
     0.896968,      39.6074
     0.786321,      19.5190
      1.27959,      47.5604
      1.04692,      91.8646
     0.930906,      65.9670
     0.768541,      14.5605
      1.25098,      63.0137
      1.09562,      46.6621
     0.782004,      23.3942
      1.39257,      41.7860
     0.845174,      23.3616
     0.950583,      13.4527
      1.04583,      38.1545
      1.02153,      33.4103
     0.768694,      124.501
     0.974611,      44.2012
      1.04630,      84.2383
     0.950647,      23.1788
     0.780822,      21.2007
     0.768999,      20.1759
     0.851003,      20.2683
     0.778871,      20.3299
      1.20764,      49.2516
     0.811203,      34.2576
      1.20634,      56.0368
     0.963092,      36.5799
     0.820340,      8.23107
      1.04971,      66.4780
     0.879176,      28.3955
      1.39090,      51.6926
      1.18564,      37.4667
      1.39137,      46.5255
     0.963867,      37.7101
     0.781606,      19.8035
      1.17025,      43.4946
      1.39171,      3.24251
     0.807127,      31.7562
     0.851125,      44.8437
     0.972048,      34.4820
     0.990754,      25.7256
     0.781081,      34.5300
      1.02959,      36.5135
     0.951520,      48.2263
     0.984910,      25.7921
      1.25805,      37.4296
     0.872436,      38.8361
     0.760069,      37.1569
      1.01382,      58.1867
      1.02997,      58.5371
     0.760560,      39.4236
     0.979958,      54.5191
     0.951264,      20.5086
     0.780312,      17.9389
     0.991429,      76.3460
      1.24008,      34.8248
     0.807994,      33.4737
      1.28460,      125.433
     0.950437,      38.1527
     0.917041,      44.9984
     0.806932,      31.5145
     0.781163,      32.9578
     0.848961,      22.3941
      1.27727,      41.8330
     0.995923,      20.1101
     0.820743,      38.2860
     0.762927,      26.2665
     0.745126,      26.6337
     0.958378,      29.3600
     0.820760,      45.2143
     0.991314,      40.1305
      1.22077,      70.8287
      1.38382,      74.4598
     0.986420,      14.4508
     0.907320,      64.9207
     0.991538,      14.8609
     0.751846,      53.0584
      1.28397,      43.3672
      1.26212,      93.4339
      1.24207,      48.1386
      1.17645,      37.0269
     0.871916,      44.0321
     0.741468,      27.6386
     0.742209,      31.9428
      1.03003,      136.747
      1.11699,      41.4181
     0.871333,      8.03919
      1.01907,      71.7622
     0.741621,      42.1943
      1.16347,      47.6312
     0.916613,      53.4584
      1.24078,      23.3023
     0.945517,      57.0864
     0.781727,      10.4684
     0.772162,      48.2085
     0.917228,      19.7579
      1.10233,      45.3931
      1.41614,      57.7567
     0.744694,      34.0397
      1.11365,      29.1365
      1.14034,      102.545
     0.986722,      16.1018
     0.819732,      45.8283
      1.06205,      24.2988
      1.23415,      15.1620
     0.747492,      103.793
      1.11559,      24.3169
     0.743504,      15.4548
     0.754372,      36.4580
      1.11273,      53.7996
     0.768627,      51.7006
     0.986929,      46.3745
      1.24144,      61.3585
      1.38892,      49.5813
     0.959476,      44.9719
     0.781551,      17.0242
      1.28180,      61.3898
     0.964713,      82.7952
      1.09467,      54.6453
      1.39085,      45.4741
     0.821972,      74.4759
     0.974375,      36.6222
      1.03518,      58.6972
      1.39154,      67.1891
     0.821903,      46.1667
     0.955241,      51.1816
      1.09501,      60.5387
     0.897433,      47.2308
      1.27382,      32.5205
      1.09631,      18.2885
     0.969623,      68.1910
     0.807705,      23.9798
      1.23497,      12.5185
      1.23397,      44.0809
     0.827008,      91.9182
      1.17920,      15.1893
     0.973934,      22.2300
     0.807618,      11.9011
     0.768095,      47.9433
      1.28412,      31.9519
      1.23306,      77.4796
      1.04946,      31.0965
     0.896241,      68.3330
     0.971157,      43.1570
      1.27115,      65.3462
     0.970202,      84.4743
      1.24130,      81.2525
     0.845651,      12.9684
      1.11498,      48.3556
      1.04348,      63.4108
